Name,Address,Module,SelfTimePercentage,SelfTimeMs,TotalTimePercentage,TotalTimeMs
"1AF75","1AF75","AppvIsvSubsystems64.dll",0.0820,7.9926,0.0820,7.9926
"1AFB2","1AFB2","AppvIsvSubsystems64.dll",0.0614,5.9865,0.0614,5.9865
"F88A","F88A","AppvIsvSubsystems64.dll",0.0513,4.9944,0.1373,13.3821
"C5F80","C5F80","AppvIsvSubsystems64.dll",0.0510,4.9680,0.0510,4.9680
"1F978","1F978","AppvIsvSubsystems64.dll",0.0411,4.0019,0.0411,4.0019
"7370F","7370F","AppvIsvSubsystems64.dll",0.0411,4.0000,0.0411,4.0000
"C0CC5","C0CC5","AppvIsvSubsystems64.dll",0.0409,3.9863,0.0409,3.9863
"BEA86","BEA86","AppvIsvSubsystems64.dll",0.0406,3.9556,0.0406,3.9556
"B1E43","B1E43","AppvIsvSubsystems64.dll",0.0378,3.6810,0.0378,3.6810
"D4365","D4365","AppvIsvSubsystems64.dll",0.0374,3.6473,0.0374,3.6473
"1AF9F","1AF9F","AppvIsvSubsystems64.dll",0.0342,3.3349,0.0342,3.3349
"7B672","7B672","AppvIsvSubsystems64.dll",0.0327,3.1819,0.0327,3.1819
"B63EF","B63EF","AppvIsvSubsystems64.dll",0.0327,3.1814,1.3710,133.5787
"C00FA","C00FA","AppvIsvSubsystems64.dll",0.0310,3.0163,0.0310,3.0163
"B63F3","B63F3","AppvIsvSubsystems64.dll",0.0309,3.0123,0.0309,3.0123
"CA74E","CA74E","AppvIsvSubsystems64.dll",0.0308,3.0042,0.5853,57.0237
"B695B","B695B","AppvIsvSubsystems64.dll",0.0308,3.0010,0.0308,3.0010
"C0161","C0161","AppvIsvSubsystems64.dll",0.0308,2.9984,0.0308,2.9984
"BEAB4","BEAB4","AppvIsvSubsystems64.dll",0.0308,2.9968,0.0308,2.9968
"BEAF7","BEAF7","AppvIsvSubsystems64.dll",0.0307,2.9919,0.0307,2.9919
"C0CFD","C0CFD","AppvIsvSubsystems64.dll",0.0307,2.9872,0.0307,2.9872
"C5D7C","C5D7C","AppvIsvSubsystems64.dll",0.0281,2.7377,0.0281,2.7377
"C9363","C9363","AppvIsvSubsystems64.dll",0.0270,2.6265,5.9545,580.1548
"1F9E2","1F9E2","AppvIsvSubsystems64.dll",0.0266,2.5873,0.0266,2.5873
"D4367","D4367","AppvIsvSubsystems64.dll",0.0243,2.3683,0.0243,2.3683
"B1E40","B1E40","AppvIsvSubsystems64.dll",0.0220,2.1442,0.0220,2.1442
"C2454","C2454","AppvIsvSubsystems64.dll",0.0213,2.0711,0.0213,2.0711
"CC4A7","CC4A7","AppvIsvSubsystems64.dll",0.0208,2.0302,0.0208,2.0302
"D1A75","D1A75","AppvIsvSubsystems64.dll",0.0206,2.0090,3.9387,383.7497
"CA5FC","CA5FC","AppvIsvSubsystems64.dll",0.0206,2.0043,3.3097,322.4655
"BEF8F","BEF8F","AppvIsvSubsystems64.dll",0.0206,2.0034,0.0206,2.0034
"CD68C","CD68C","AppvIsvSubsystems64.dll",0.0205,2.0012,0.0205,2.0012
"F8A7","F8A7","AppvIsvSubsystems64.dll",0.0205,2.0004,0.2182,21.2638
"1AFA7","1AFA7","AppvIsvSubsystems64.dll",0.0205,2.0000,0.0205,2.0000
"38EA8","38EA8","AppvIsvSubsystems64.dll",0.0205,2.0000,0.0205,2.0000
"6695F","6695F","AppvIsvSubsystems64.dll",0.0205,2.0000,0.0205,2.0000
"746E3","746E3","AppvIsvSubsystems64.dll",0.0205,2.0000,0.0205,2.0000
"9E97E","9E97E","AppvIsvSubsystems64.dll",0.0205,2.0000,0.0205,2.0000
"ADB09","ADB09","AppvIsvSubsystems64.dll",0.0205,2.0000,0.0205,2.0000
"ADBA6","ADBA6","AppvIsvSubsystems64.dll",0.0205,2.0000,0.0205,2.0000
"B69C2","B69C2","AppvIsvSubsystems64.dll",0.0205,2.0000,0.0205,2.0000
"B6A9C","B6A9C","AppvIsvSubsystems64.dll",0.0205,2.0000,0.0205,2.0000
"BEB1F","BEB1F","AppvIsvSubsystems64.dll",0.0205,2.0000,0.0205,2.0000
"BEBF9","BEBF9","AppvIsvSubsystems64.dll",0.0205,2.0000,0.0205,2.0000
"BF2BB","BF2BB","AppvIsvSubsystems64.dll",0.0205,2.0000,0.0205,2.0000
"C0F0B","C0F0B","AppvIsvSubsystems64.dll",0.0205,2.0000,0.0205,2.0000
"C5D55","C5D55","AppvIsvSubsystems64.dll",0.0205,2.0000,0.0205,2.0000
"C5D6F","C5D6F","AppvIsvSubsystems64.dll",0.0205,2.0000,0.0205,2.0000
"CC05C","CC05C","AppvIsvSubsystems64.dll",0.0205,2.0000,0.0205,2.0000
"D240F","D240F","AppvIsvSubsystems64.dll",0.0205,2.0000,0.0205,2.0000
"D242E","D242E","AppvIsvSubsystems64.dll",0.0205,2.0000,0.0205,2.0000
"9E93F","9E93F","AppvIsvSubsystems64.dll",0.0205,1.9965,0.0205,1.9965
"F884","F884","AppvIsvSubsystems64.dll",0.0205,1.9939,0.0205,1.9939
"B2F20","B2F20","AppvIsvSubsystems64.dll",0.0204,1.9912,0.0204,1.9912
"F880","F880","AppvIsvSubsystems64.dll",0.0204,1.9907,0.0204,1.9907
"C2668","C2668","AppvIsvSubsystems64.dll",0.0204,1.9876,0.2495,24.3121
"9BA88","9BA88","AppvIsvSubsystems64.dll",0.0203,1.9779,0.0203,1.9779
"B6A94","B6A94","AppvIsvSubsystems64.dll",0.0203,1.9753,0.0742,7.2246
"BDCBD","BDCBD","AppvIsvSubsystems64.dll",0.0202,1.9715,0.0202,1.9715
"B23F8","B23F8","AppvIsvSubsystems64.dll",0.0200,1.9530,0.0200,1.9530
"27D0F","27D0F","AppvIsvSubsystems64.dll",0.0192,1.8680,0.0192,1.8680
"9E8F0","9E8F0","AppvIsvSubsystems64.dll",0.0188,1.8300,0.0188,1.8300
"D4443","D4443","AppvIsvSubsystems64.dll",0.0181,1.7664,0.0181,1.7664
"D43CC","D43CC","AppvIsvSubsystems64.dll",0.0171,1.6628,0.0171,1.6628
"7B691","7B691","AppvIsvSubsystems64.dll",0.0168,1.6367,0.0168,1.6367
"D0FEA","D0FEA","AppvIsvSubsystems64.dll",0.0158,1.5416,0.0158,1.5416
"6E070","6E070","AppvIsvSubsystems64.dll",0.0148,1.4373,0.0148,1.4373
"74344","74344","AppvIsvSubsystems64.dll",0.0146,1.4243,0.0255,2.4817
"C5563","C5563","AppvIsvSubsystems64.dll",0.0144,1.3987,0.0144,1.3987
"C46F9","C46F9","AppvIsvSubsystems64.dll",0.0140,1.3603,0.0140,1.3603
"C6622","C6622","AppvIsvSubsystems64.dll",0.0139,1.3544,0.3064,29.8574
"AB77D","AB77D","AppvIsvSubsystems64.dll",0.0130,1.2649,0.0130,1.2649
"74329","74329","AppvIsvSubsystems64.dll",0.0128,1.2500,0.0128,1.2500
"BEC23","BEC23","AppvIsvSubsystems64.dll",0.0119,1.1628,0.0119,1.1628
"BF085","BF085","AppvIsvSubsystems64.dll",0.0113,1.1058,0.0113,1.1058
"C46F7","C46F7","AppvIsvSubsystems64.dll",0.0108,1.0530,0.0108,1.0530
"BE120","BE120","AppvIsvSubsystems64.dll",0.0107,1.0401,0.0107,1.0401
"D4379","D4379","AppvIsvSubsystems64.dll",0.0106,1.0356,0.0106,1.0356
"C8842","C8842","AppvIsvSubsystems64.dll",0.0105,1.0224,0.0105,1.0224
"B5F39","B5F39","AppvIsvSubsystems64.dll",0.0104,1.0156,0.0104,1.0156
"C575F","C575F","AppvIsvSubsystems64.dll",0.0104,1.0113,0.0104,1.0113
"BF0F8","BF0F8","AppvIsvSubsystems64.dll",0.0104,1.0110,0.0104,1.0110
"CD6F6","CD6F6","AppvIsvSubsystems64.dll",0.0104,1.0099,0.0104,1.0099
"C5DE4","C5DE4","AppvIsvSubsystems64.dll",0.0103,1.0079,0.0103,1.0079
"CCB21","CCB21","AppvIsvSubsystems64.dll",0.0103,1.0079,0.0103,1.0079
"229D9","229D9","AppvIsvSubsystems64.dll",0.0103,1.0074,0.0103,1.0074
"D9500","D9500","AppvIsvSubsystems64.dll",0.0103,1.0074,0.0103,1.0074
"B2020","B2020","AppvIsvSubsystems64.dll",0.0103,1.0065,0.0103,1.0065
"C5DA3","C5DA3","AppvIsvSubsystems64.dll",0.0103,1.0059,0.0103,1.0059
"73506","73506","AppvIsvSubsystems64.dll",0.0103,1.0048,0.0103,1.0048
"ADB40","ADB40","AppvIsvSubsystems64.dll",0.0103,1.0033,0.0103,1.0033
"BEAED","BEAED","AppvIsvSubsystems64.dll",0.0103,1.0022,0.0103,1.0022
"1F96F","1F96F","AppvIsvSubsystems64.dll",0.0103,1.0020,0.0103,1.0020
"C9EFB","C9EFB","AppvIsvSubsystems64.dll",0.0103,1.0019,0.3470,33.8054
"CAB4F","CAB4F","AppvIsvSubsystems64.dll",0.0103,1.0015,0.0103,1.0015
