Name,Address,Module,SelfTimePercentage,SelfTimeMs,TotalTimePercentage,TotalTimeMs
"?SortByParameterGroups@Private@EcsNS@Experiment@Mso@@YAXAEAV?$vector@V?$vector@V?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@V?$allocator@V?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@@2@@std@@V?$allocator@V?$vector@V?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@V?$allocator@V?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@@2@@std@@@2@@std@@AEBV?$shared_ptr@UFeatureConfigs@Experiment@Mso@@@6@@Z","32C3C","Mso20win32client.dll",0.5132,49.9990,1.7549,170.9838
"??$ReplaceRulePointerInMap@V?$unordered_map@KU?$pair@V?$vector@V?$shared_ptr@UIRule@Telemetry@Mso@@@std@@V?$allocator@V?$shared_ptr@UIRule@Telemetry@Mso@@@std@@@2@@std@@W4UlsColumns@Telemetry@Mso@@@std@@U?$hash@K@2@U?$equal_to@K@2@V?$allocator@U?$pair@$$CBKU?$pair@V?$vector@V?$shared_ptr@UIRule@Telemetry@Mso@@@std@@V?$allocator@V?$shared_ptr@UIRule@Telemetry@Mso@@@std@@@2@@std@@W4UlsColumns@Telemetry@Mso@@@std@@@std@@@2@@std@@@Telemetry@Mso@@YAXAEAV?$unordered_map@KU?$pair@V?$vector@V?$shared_ptr@UIRule@Telemetry@Mso@@@std@@V?$allocator@V?$shared_ptr@UIRule@Telemetry@Mso@@@std@@@2@@std@@W4UlsColumns@Telemetry@Mso@@@std@@U?$hash@K@2@U?$equal_to@K@2@V?$allocator@U?$pair@$$CBKU?$pair@V?$vector@V?$shared_ptr@UIRule@Telemetry@Mso@@@std@@V?$allocator@V?$shared_ptr@UIRule@Telemetry@Mso@@@std@@@2@@std@@W4UlsColumns@Telemetry@Mso@@@std@@@std@@@2@@std@@AEBV?$shared_ptr@UIRule@Telemetry@Mso@@@3@@Z","37D50","Mso20win32client.dll",0.1276,12.4347,0.1276,12.4347
"inflate_fast_chunk_","F10E0","Mso20win32client.dll",0.1241,12.0864,0.1282,12.4937
"?ReadNext@?$JsonReader@_W@Json@Mso@@UEAA?AW4Enum@ParseState@23@XZ","1C8160","Mso20win32client.dll",0.0785,7.6481,0.0990,9.6482
"?GetSharedName@RuleParser@Telemetry@Mso@@QEAAJAEBV?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@_KAEAV?$shared_ptr@_W@5@@Z","364F4","Mso20win32client.dll",0.0686,6.6868,0.1843,17.9522
"??$CheckField@D@StructuredTraceValidator@Logging@Mso@@AEAAXPEBD@Z","35910","Mso20win32client.dll",0.0635,6.1852,0.1148,11.1823
"??$escape_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@@YA?AV?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@AEBV01@@Z","2C3A0","Mso20win32client.dll",0.0549,5.3510,0.0653,6.3601
"?Free@Memory@Mso@@YAXPEAX@Z","29390","Mso20win32client.dll",0.0548,5.3414,0.2194,21.3759
"wmemcmp","36740","Mso20win32client.dll",0.0492,4.7929,0.0492,4.7929
"??$find@X@?$_Hash@V?$_Umap_traits@V?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@V?$tuple@V?$shared_ptr@VABConfig@Experiment@Mso@@@std@@V?$optional@V?$shared_ptr@V?$vector@V?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@V?$allocator@V?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@@2@@std@@@std@@@2@@2@V?$_Uhash_compare@V?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@U?$hash@V?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@@2@U?$equal_to@V?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@@2@@2@V?$allocator@U?$pair@$$CBV?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@V?$tuple@V?$shared_ptr@VABConfig@Experiment@Mso@@@std@@V?$optional@V?$shared_ptr@V?$vector@V?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@V?$allocator@V?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@@2@@std@@@std@@@2@@2@@std@@@2@$0A@@std@@@std@@QEAA?AV?$_List_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CBV?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@V?$tuple@V?$shared_ptr@VABConfig@Experiment@Mso@@@std@@V?$optional@V?$shared_ptr@V?$vector@V?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@V?$allocator@V?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@@2@@std@@@std@@@2@@2@@std@@@std@@@std@@@1@AEBV?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@1@@Z","40270","Mso20win32client.dll",0.0483,4.7033,0.0483,4.7033
"??$emplace@AEBV?$shared_ptr@_W@std@@@?$vector@V?$shared_ptr@_W@std@@V?$allocator@V?$shared_ptr@_W@std@@@2@@std@@QEAA?AV?$_Vector_iterator@V?$_Vector_val@U?$_Simple_types@V?$shared_ptr@_W@std@@@std@@@std@@@1@V?$_Vector_const_iterator@V?$_Vector_val@U?$_Simple_types@V?$shared_ptr@_W@std@@@std@@@std@@@1@AEBV?$shared_ptr@_W@1@@Z","37950","Mso20win32client.dll",0.0459,4.4725,0.0459,4.4725
"GetBaseFlightName","42670","Mso20win32client.dll",0.0401,3.9052,0.0401,3.9052
"??0StringWriter@Unicode@Json@Mso@@QEAA@W4PrettyPrint@23@@Z","1B04A4","Mso20win32client.dll",0.0316,3.0825,0.0437,4.2529
"??0?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QEAA@QEBD@Z","DDAC","Mso20win32client.dll",0.0309,3.0074,0.0309,3.0074
"??1?$KeyValue@V?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@W4ConfigurationProviderCode@FederationProvider@Authentication@Mso@@@Collections@Mso@@QEAA@XZ","2A8B0","Mso20win32client.dll",0.0308,3.0033,0.1128,10.9938
"??0?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@QEAA@QEB_W@Z","34F20","Mso20win32client.dll",0.0308,3.0018,0.0471,4.5937
"?reset@?$_Optional_destruct_base@VResult@System@Office@@$0A@@std@@QEAAXXZ","17A6A4","Mso20win32client.dll",0.0308,3.0014,0.0308,3.0014
"?CompleteStringLiteral@?$Json_StringParser@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@details@Json@Mso@@MEAA_N_WAEAUToken@?$Json_Parser@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@234@@Z","2EDE0","Mso20win32client.dll",0.0308,3.0008,0.0411,4.0003
"?HrEscape@CMsoUrlSimple@@CAJPEB_WHW4MsoUrlCreateFlags@@PEA_WPEAH@Z","4B5A0","Mso20win32client.dll",0.0308,2.9981,0.0308,2.9981
"?append@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QEAAAEAV12@QEBD_K@Z","25124","Mso20win32client.dll",0.0307,2.9950,0.0614,5.9850
"??$?HDU?$char_traits@D@std@@V?$allocator@D@1@@std@@YA?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@0@AEBV10@QEBD@Z","1082D4","Mso20win32client.dll",0.0293,2.8522,0.0528,5.1411
"??R?$_Func_class@W4UlsColumns@Telemetry@Mso@@KW4Category@Logging@3@W4InternalSeverity@53@@std@@QEBA?AW4UlsColumns@Telemetry@Mso@@KW4Category@Logging@4@W4InternalSeverity@64@@Z","3116F8","Mso20win32client.dll",0.0283,2.7590,0.0283,2.7590
"?IsTraceThrottled@SampledDiagnosticsThrottler@Diagnostics@Mso@@UEAA_NAEBUTraceHeader@Logging@3@@Z","22720","Mso20win32client.dll",0.0253,2.4661,0.0253,2.4661
"?Lock@?$TLocker@V?$Lockable@V?$AlwaysInit@VCritSecBase@Mso@@@Mso@@VZeroOrOneThreaded@2@@Mso@@VZeroOrOneThreaded@2@@Mso@@QEAAXXZ","25508","Mso20win32client.dll",0.0245,2.3834,0.0961,9.3665
"?MsoShouldTrace@Logging@Mso@@YA_NKW4Category@12@W4Severity@12@W4DataCategories@12@@Z","23800","Mso20win32client.dll",0.0245,2.3834,0.0800,7.7969
"?MsoRgwchIndex@@YAPEB_WPEB_WHH@Z","4AEE0","Mso20win32client.dll",0.0235,2.2907,0.0235,2.2907
"??$T_ReplaceWchWithWchSubstr@V?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@@DString@Mso@@YAXAEAV?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@_W1HH@Z","147720","Mso20win32client.dll",0.0224,2.1844,0.0224,2.1844
"?AdjustBarrier@CBaseWorkObject@@QEAAXKPEAUAdjustBarrierInOut@1@@Z","EAA10","Mso20win32client.dll",0.0211,2.0558,0.0512,4.9916
"?GetCategoryName@Logging@Mso@@YAPEB_WW4Category@12@@Z","210F0","Mso20win32client.dll",0.0210,2.0501,0.0210,2.0501
"?ReadAttributeValues@AttributeHelper@Telemetry@Mso@@QEAAJPEAUAttributeValues@23@I@Z","43B74","Mso20win32client.dll",0.0210,2.0466,0.0239,2.3315
"?WriteEscapedString@?$TWriter@_W@Json@Mso@@AEAAXAEBV?$basic_string_view@_WU?$char_traits@_W@std@@@std@@@Z","162234","Mso20win32client.dll",0.0207,2.0159,0.0602,5.8634
"??$make_unique@V?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@AEBV12@$0A@@std@@YA?AV?$unique_ptr@V?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@U?$default_delete@V?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@@2@@0@AEBV?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@0@@Z","26620","Mso20win32client.dll",0.0207,2.0120,0.0412,4.0128
"??1?$unique_ptr@V_Value@details@Json@Mso@@U?$default_delete@V_Value@details@Json@Mso@@@std@@@std@@QEAA@XZ","2917C","Mso20win32client.dll",0.0206,2.0077,0.0652,6.3558
"??$From@PEB_W@TelemetryValue@Telemetry@Mso@@SA?AV012@AEBQEB_W_N@Z","B87D0","Mso20win32client.dll",0.0206,2.0040,0.0717,6.9886
"?LogStructuredTraceTag@ReentrantLoggerDecorator@Logging@Mso@@UEAAXAEBUTraceHeader@23@PEB_WAEBUIStructuredTrace@23@@Z","368C0","Mso20win32client.dll",0.0205,2.0002,2.6265,255.9017
"?push_back@?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@QEAAX_W@Z","2D770","Mso20win32client.dll",0.0205,2.0001,0.0360,3.5080
"??$InvokeCallback@V?$StateTracker@UITimerObject@Async@Mso@@VCurrentTimerObjectHolder@Details@23@@Async@Mso@@@?$CallbackObjectBase@UITimerObject@Async@Mso@@VCurrentTimerObjectHolder@Details@23@@Async@Mso@@IEAAXXZ","F9FC","Mso20win32client.dll",0.0205,2.0000,4.2085,410.0356
"??0?$DataField@E@Telemetry@Mso@@QEAA@PEBD$$QEAEW4DataClassifications@Logging@2@@Z","158AC","Mso20win32client.dll",0.0205,2.0000,0.0529,5.1568
"?Accept@Activity@System@Office@@CAXAEBV123@AEAUIDataFieldVisitor@Telemetry@Mso@@@Z","107A00","Mso20win32client.dll",0.0205,2.0000,0.1532,14.9247
"?Accept@CopiedEventContract@Details@Telemetry@Mso@@UEBAXAEAUIDataFieldVisitor@34@@Z","18C510","Mso20win32client.dll",0.0205,2.0000,0.0205,2.0000
